Booking#,dt,Agent#,Agent_Name,Cust_Number,Destination#,Destination_City,Destination_Country,Destination_Region,Amount,From_Date,To_Date,Length of Stay
8597,11/11/2018,6,Thelma Jefferson,5908,9,Knysna,South Africa,Africa,12699,19/07/2018,21/07/2018,2
8598,11/11/2018,1,Jordan Curry,2198,125,Santa Marta,Colombia,South America,10244,25/10/2018,08/11/2018,14
8599,11/11/2018,1,Jordan Curry,25870,85,Los Angeles,United States,North America,11232,20/12/2018,27/12/2018,7
8600,11/11/2018,10,Simon Fleming,32567,114,Brisbane,Australia,Oceania/Australia,14065,15/11/2018,09/12/2018,24
8601,11/11/2018,9,Olive Diaz,27939,79,Houston,United States,North America,5026,03/01/2019,24/01/2019,21
8602,11/11/2018,6,Thelma Jefferson,6157,97,Oakland,United States,North America,12096,23/06/2018,23/07/2018,30
8603,11/11/2018,9,Olive Diaz,31097,107,San Francisco,United States,North America,10556,17/07/2018,09/08/2018,23
8604,11/11/2018,4,Mitchell Barton,15818,88,Miami Beach,United States,North America,10945,01/05/2018,22/05/2018,21
8605,11/11/2018,6,Thelma Jefferson,47534,21,Singapore,Singapore,Asia,4709,26/10/2018,01/11/2018,6
8606,11/11/2018,11,Kay Adams,48301,116,Sydney,Australia,Oceania/Australia,9034,16/03/2018,15/04/2018,30
8607,11/11/2018,9,Olive Diaz,41647,42,Cairo,Egypt,Middle East,7771,25/06/2019,03/07/2019,8
8608,11/11/2018,7,Horace Hawkins,31372,45,Jerusalem,Israel,Middle East,7604,27/10/2018,16/11/2018,20
8609,11/11/2018,2,Molly Cross,3899,125,Santa Marta,Colombia,South America,10062,11/04/2018,22/04/2018,11
8610,11/11/2018,9,Olive Diaz,6554,63,Baltimore,United States,North America,6515,01/07/2019,30/07/2019,29
8611,11/11/2018,5,Sandy Douglas,33649,12,Beijing,China,Asia,2767,14/10/2018,21/10/2018,7
8612,11/11/2018,9,Olive Diaz,16792,11,Siem Reap,Cambodia,Asia,12736,15/08/2019,11/09/2019,27
8613,11/11/2018,4,Mitchell Barton,3268,50,Montreal,Canada,North America,13528,04/09/2018,23/09/2018,19
8614,11/11/2018,5,Sandy Douglas,31787,10,Stone Town,Tanzania,Africa,8617,25/07/2019,18/08/2019,24
8615,11/11/2018,4,Mitchell Barton,46710,35,Moscow,Russia,Europe,14892,26/09/2019,09/10/2019,13
8616,11/11/2018,2,Molly Cross,32046,58,Playa del Carmen,Mexico,North America,3777,15/01/2019,30/01/2019,15
8617,11/11/2018,8,Elisa Bennett,17068,31,Rome,Italy,Europe,3005,12/05/2019,10/06/2019,29
8618,11/11/2018,10,Simon Fleming,45121,53,Toronto,Canada,North America,6865,29/03/2018,02/04/2018,4
8619,11/11/2018,7,Horace Hawkins,4333,74,Denver,United States,North America,6130,19/05/2018,03/06/2018,15
8620,11/11/2018,11,Kay Adams,9859,26,Berlin,Germany,Europe,14833,12/05/2018,06/06/2018,25
8621,12/11/2018,9,Olive Diaz,24177,17,New Delhi,India,Asia,12034,10/12/2018,04/01/2019,25
8622,12/11/2018,7,Horace Hawkins,18243,73,Colorado Springs,United States,North America,7208,23/08/2018,08/09/2018,16
8623,12/11/2018,4,Mitchell Barton,47476,101,Phoenix,United States,North America,4909,21/05/2018,08/06/2018,18
8624,12/11/2018,10,Simon Fleming,5842,62,Atlanta,United States,North America,14533,01/03/2019,15/03/2019,14
8625,12/11/2018,8,Elisa Bennett,25992,111,Tulsa,United States,North America,7849,02/07/2019,08/07/2019,6
8626,12/11/2018,8,Elisa Bennett,26073,2,Kololi,Gambia,Africa,4937,18/02/2019,04/03/2019,14
8627,12/11/2018,1,Jordan Curry,31090,118,Buenos Aires,Argentina,South America,10511,01/03/2018,13/03/2018,12
8628,12/11/2018,8,Elisa Bennett,40081,2,Kololi,Gambia,Africa,2566,19/02/2018,17/03/2018,26
8629,12/11/2018,4,Mitchell Barton,8961,114,Brisbane,Australia,Oceania/Australia,11838,23/10/2018,25/10/2018,2
8630,12/11/2018,8,Elisa Bennett,14543,123,Santiago,Chile,South America,4723,07/01/2019,09/01/2019,2
8631,12/11/2018,4,Mitchell Barton,18687,29,Dublin,Ireland,Europe,10186,04/07/2018,16/07/2018,12
8632,12/11/2018,8,Elisa Bennett,32345,23,Hoi An,Vietnam,Asia,6044,08/07/2019,02/08/2019,25
8633,12/11/2018,4,Mitchell Barton,27270,67,Branson,United States,North America,13700,20/10/2018,17/11/2018,28
8634,12/11/2018,2,Molly Cross,12692,1,Marrakech,Morocco,Africa,6313,22/08/2018,16/09/2018,25
8635,12/11/2018,4,Mitchell Barton,23102,63,Baltimore,United States,North America,10777,29/01/2019,22/02/2019,24
8636,12/11/2018,8,Elisa Bennett,44733,41,London,United Kingdom,Europe,12060,23/04/2018,21/05/2018,28
8637,12/11/2018,4,Mitchell Barton,6681,57,Mexico City,Mexico,North America,6916,26/08/2018,12/09/2018,17
8638,12/11/2018,3,Carole Cox,4626,96,Norfolk,United States,North America,11785,27/02/2019,28/03/2019,29
8639,12/11/2018,9,Olive Diaz,16021,98,Omaha,United States,North America,14292,23/07/2019,15/08/2019,23
8640,12/11/2018,6,Thelma Jefferson,13998,1,Marrakech,Morocco,Africa,6353,17/03/2018,02/04/2018,16
8641,12/11/2018,5,Sandy Douglas,35973,109,Tampa,United States,North America,13558,21/02/2019,03/03/2019,10
8642,12/11/2018,10,Simon Fleming,7562,78,Honolulu,United States,North America,10635,27/02/2018,28/02/2018,1
8643,12/11/2018,3,Carole Cox,30061,34,Lisbon,Portugal,Europe,14670,30/06/2018,14/07/2018,14
8644,12/11/2018,1,Jordan Curry,27968,85,Los Angeles,United States,North America,11860,01/07/2018,14/07/2018,13
8645,12/11/2018,7,Horace Hawkins,45718,14,Hong Kong,China,Asia,6916,28/06/2018,20/07/2018,22
8646,12/11/2018,3,Carole Cox,46983,112,Virginia Beach,United States,North America,5307,18/02/2019,02/03/2019,12
8647,12/11/2018,11,Kay Adams,30918,45,Jerusalem,Israel,Middle East,5474,23/02/2018,13/03/2018,18
8648,12/11/2018,2,Molly Cross,39888,19,Tokyo,Japan,Asia,12998,15/03/2018,12/04/2018,28
8649,12/11/2018,10,Simon Fleming,32112,16,Jaipur,India,Asia,2229,27/03/2019,09/04/2019,13
8650,12/11/2018,5,Sandy Douglas,30681,4,Nairobi,Kenya,Africa,13838,18/09/2018,01/10/2018,13
8651,12/11/2018,1,Jordan Curry,3017,17,New Delhi,India,Asia,6791,05/04/2019,24/04/2019,19
8652,13/11/2018,8,Elisa Bennett,26462,116,Sydney,Australia,Oceania/Australia,13496,25/05/2019,10/06/2019,16
8653,13/11/2018,3,Carole Cox,11479,68,Buffalo,United States,North America,12726,04/07/2018,08/07/2018,4
8654,13/11/2018,2,Molly Cross,5970,115,Melbourne,Australia,Oceania/Australia,10475,11/05/2019,08/06/2019,28
8655,13/11/2018,11,Kay Adams,43210,87,Memphis,United States,North America,11125,17/08/2018,19/08/2018,2
8656,13/11/2018,1,Jordan Curry,26297,119,Natal,Brazil,South America,11442,16/10/2018,29/10/2018,13
8657,13/11/2018,8,Elisa Bennett,15880,78,Honolulu,United States,North America,11988,28/05/2018,27/06/2018,30
8658,13/11/2018,2,Molly Cross,26912,73,Colorado Springs,United States,North America,8158,11/09/2019,17/09/2019,6
8659,13/11/2018,7,Horace Hawkins,12345,64,Baton Rouge,United States,North America,14831,04/01/2019,12/01/2019,8
8660,13/11/2018,2,Molly Cross,21020,42,Cairo,Egypt,Middle East,8701,26/03/2018,27/03/2018,1
8661,13/11/2018,9,Olive Diaz,30716,2,Kololi,Gambia,Africa,13881,13/11/2018,17/11/2018,4
8662,13/11/2018,4,Mitchell Barton,46675,57,Mexico City,Mexico,North America,11383,05/03/2019,13/03/2019,8
8663,13/11/2018,2,Molly Cross,31228,119,Natal,Brazil,South America,14719,20/05/2019,17/06/2019,28
8664,13/11/2018,6,Thelma Jefferson,28436,16,Jaipur,India,Asia,4026,10/06/2018,05/07/2018,25
8665,13/11/2018,3,Carole Cox,5536,70,Charlotte,United States,North America,6776,24/08/2019,21/09/2019,28
8666,13/11/2018,3,Carole Cox,1539,111,Tulsa,United States,North America,7389,07/04/2019,10/04/2019,3
8667,13/11/2018,6,Thelma Jefferson,38012,83,Lincoln,United States,North America,13333,16/02/2019,15/03/2019,27
8668,13/11/2018,3,Carole Cox,34657,31,Rome,Italy,Europe,9324,20/08/2019,14/09/2019,25
8669,13/11/2018,3,Carole Cox,14049,58,Playa del Carmen,Mexico,North America,8757,09/05/2019,27/05/2019,18
8670,13/11/2018,4,Mitchell Barton,21428,37,Zermatt,Switzerland,Europe,6565,26/04/2019,14/05/2019,18
8671,13/11/2018,11,Kay Adams,12607,110,Tucson,United States,North America,14111,15/02/2018,05/03/2018,18
8672,13/11/2018,10,Simon Fleming,46219,70,Charlotte,United States,North America,14119,14/12/2018,17/12/2018,3
8673,13/11/2018,11,Kay Adams,7917,120,Rio de Janeiro,Brazil,South America,9256,01/06/2019,02/06/2019,1
8674,13/11/2018,5,Sandy Douglas,49744,56,Cabo San Lucas,Mexico,North America,13596,27/05/2019,16/06/2019,20
8675,13/11/2018,8,Elisa Bennett,40741,81,Kansas City,United States,North America,6795,27/10/2018,09/11/2018,13
8676,13/11/2018,6,Thelma Jefferson,36929,22,Chiang Mai,Thailand,Asia,9501,23/09/2018,20/10/2018,27
8677,13/11/2018,2,Molly Cross,46305,11,Siem Reap,Cambodia,Asia,12653,22/05/2018,18/06/2018,27
8678,14/11/2018,8,Elisa Bennett,24323,66,Boston,United States,North America,5533,02/06/2019,19/06/2019,17
8679,14/11/2018,8,Elisa Bennett,14566,74,Denver,United States,North America,13915,03/08/2019,14/08/2019,11
8680,14/11/2018,10,Simon Fleming,33543,124,Bogota,Colombia,South America,9215,26/04/2019,12/05/2019,16
8681,14/11/2018,4,Mitchell Barton,40207,33,Krakow,Poland,Europe,7965,23/04/2018,23/05/2018,30
8682,14/11/2018,4,Mitchell Barton,26817,112,Virginia Beach,United States,North America,4313,14/05/2019,12/06/2019,29
8683,14/11/2018,5,Sandy Douglas,11254,88,Miami Beach,United States,North America,2742,29/06/2018,13/07/2018,14
8684,14/11/2018,11,Kay Adams,48663,72,Cleveland,United States,North America,10537,12/10/2018,04/11/2018,23
8685,14/11/2018,2,Molly Cross,7803,14,Hong Kong,China,Asia,12877,08/03/2019,10/03/2019,2
8686,14/11/2018,6,Thelma Jefferson,39937,25,Prague,Czech Republic,Europe,4240,05/08/2018,21/08/2018,16
8687,14/11/2018,4,Mitchell Barton,43089,67,Branson,United States,North America,7712,14/12/2018,27/12/2018,13
8688,14/11/2018,5,Sandy Douglas,47909,57,Mexico City,Mexico,North America,9885,02/04/2019,01/05/2019,29
8689,14/11/2018,9,Olive Diaz,28573,12,Beijing,China,Asia,2439,03/07/2019,02/08/2019,30
8690,14/11/2018,3,Carole Cox,37992,6,Fes,Morocco,Africa,2600,27/01/2019,28/01/2019,1
8691,14/11/2018,1,Jordan Curry,31551,76,Fresno,United States,North America,13905,22/09/2018,06/10/2018,14
8692,14/11/2018,5,Sandy Douglas,37026,124,Bogota,Colombia,South America,4258,13/03/2019,17/03/2019,4
8693,14/11/2018,9,Olive Diaz,34322,2,Kololi,Gambia,Africa,8809,03/05/2018,14/05/2018,11
8694,14/11/2018,11,Kay Adams,14277,100,Palm Springs,United States,North America,12001,03/08/2018,25/08/2018,22
8695,14/11/2018,7,Horace Hawkins,40036,59,Puerto Vallarta,Mexico,North America,11421,11/03/2019,01/04/2019,21
8696,14/11/2018,3,Carole Cox,601,95,Newark,United States,North America,4908,06/07/2018,24/07/2018,18
8697,14/11/2018,3,Carole Cox,37111,92,Nashville,United States,North America,9110,06/06/2018,28/06/2018,22
8698,14/11/2018,10,Simon Fleming,33688,33,Krakow,Poland,Europe,5372,11/02/2019,13/02/2019,2
8699,14/11/2018,4,Mitchell Barton,2177,103,Raleigh,United States,North America,11039,02/02/2019,08/02/2019,6
8700,14/11/2018,5,Sandy Douglas,45838,17,New Delhi,India,Asia,14955,18/07/2019,19/07/2019,1
8701,14/11/2018,8,Elisa Bennett,4244,112,Virginia Beach,United States,North America,2392,25/06/2018,27/06/2018,2
8702,14/11/2018,10,Simon Fleming,20156,50,Montreal,Canada,North America,6972,01/07/2018,15/07/2018,14
8703,14/11/2018,11,Kay Adams,36868,81,Kansas City,United States,North America,4817,01/04/2019,02/04/2019,1
8704,14/11/2018,11,Kay Adams,38010,111,Tulsa,United States,North America,2432,18/04/2018,29/04/2018,11
8705,14/11/2018,6,Thelma Jefferson,2421,118,Buenos Aires,Argentina,South America,4449,04/05/2018,17/05/2018,13
8706,14/11/2018,4,Mitchell Barton,49639,93,New Orleans,United States,North America,5380,29/08/2018,30/08/2018,1
8707,14/11/2018,3,Carole Cox,2553,107,San Francisco,United States,North America,9384,08/08/2019,17/08/2019,9
8708,14/11/2018,3,Carole Cox,21695,103,Raleigh,United States,North America,11070,04/07/2018,18/07/2018,14
8709,14/11/2018,6,Thelma Jefferson,37683,86,Louisville,United States,North America,12400,16/06/2018,27/06/2018,11
8710,15/11/2018,3,Carole Cox,18292,114,Brisbane,Australia,Oceania/Australia,4486,06/10/2018,02/11/2018,27
8711,15/11/2018,6,Thelma Jefferson,46481,75,Fort Worth,United States,North America,10220,05/08/2019,18/08/2019,13
8712,15/11/2018,7,Horace Hawkins,25775,108,Seattle,United States,North America,9858,30/05/2018,21/06/2018,22
8713,15/11/2018,5,Sandy Douglas,39668,90,Minneapolis,United States,North America,9177,19/08/2019,22/08/2019,3
8714,15/11/2018,7,Horace Hawkins,15640,120,Rio de Janeiro,Brazil,South America,10071,23/10/2018,02/11/2018,10
8715,15/11/2018,10,Simon Fleming,8784,70,Charlotte,United States,North America,13618,06/02/2019,19/02/2019,13
8716,15/11/2018,2,Molly Cross,32950,23,Hoi An,Vietnam,Asia,5880,16/08/2019,02/09/2019,17
8717,15/11/2018,1,Jordan Curry,48349,70,Charlotte,United States,North America,12497,24/07/2018,22/08/2018,29
8718,15/11/2018,10,Simon Fleming,40297,84,Little Rock,United States,North America,11049,28/02/2018,05/03/2018,5
8719,15/11/2018,2,Molly Cross,43760,26,Berlin,Germany,Europe,8609,29/06/2019,18/07/2019,19
8720,15/11/2018,5,Sandy Douglas,1712,107,San Francisco,United States,North America,14573,20/06/2019,22/06/2019,2
8721,15/11/2018,3,Carole Cox,23775,48,Calgary,Canada,North America,11580,28/05/2018,11/06/2018,14
8722,15/11/2018,4,Mitchell Barton,19259,25,Prague,Czech Republic,Europe,14517,18/10/2018,21/10/2018,3
8723,15/11/2018,1,Jordan Curry,30201,43,Luxor,Egypt,Middle East,5741,07/06/2019,06/07/2019,29
8724,15/11/2018,11,Kay Adams,48877,110,Tucson,United States,North America,13528,18/02/2018,19/02/2018,1
8725,15/11/2018,7,Horace Hawkins,45671,3,Diani Beach,Kenya,Africa,6844,25/07/2018,07/08/2018,13
8726,15/11/2018,4,Mitchell Barton,25668,62,Atlanta,United States,North America,10618,12/12/2018,27/12/2018,15
8727,15/11/2018,10,Simon Fleming,43590,13,Guangzhou,China,Asia,13991,03/04/2019,01/05/2019,28
8728,15/11/2018,4,Mitchell Barton,45330,40,Edinburgh,United Kingdom,Europe,7410,26/05/2019,02/06/2019,7
8729,15/11/2018,7,Horace Hawkins,39659,80,Jersey City,United States,North America,10428,19/08/2018,06/09/2018,18
8730,15/11/2018,4,Mitchell Barton,36594,78,Honolulu,United States,North America,12301,14/08/2019,17/08/2019,3
8731,15/11/2018,3,Carole Cox,30282,27,Athens,Greece,Europe,14809,01/07/2018,29/07/2018,28
8732,15/11/2018,7,Horace Hawkins,24765,1,Marrakech,Morocco,Africa,10561,12/11/2018,13/11/2018,1
8733,15/11/2018,1,Jordan Curry,15020,66,Boston,United States,North America,11386,13/07/2018,03/08/2018,21
8734,15/11/2018,3,Carole Cox,12864,48,Calgary,Canada,North America,12120,08/09/2019,24/09/2019,16
8735,15/11/2018,7,Horace Hawkins,36789,59,Puerto Vallarta,Mexico,North America,13804,14/04/2019,11/05/2019,27
8736,15/11/2018,5,Sandy Douglas,32898,13,Guangzhou,China,Asia,7025,13/03/2018,24/03/2018,11
8737,15/11/2018,11,Kay Adams,28,80,Jersey City,United States,North America,4673,17/08/2018,31/08/2018,14
8738,15/11/2018,6,Thelma Jefferson,14913,6,Fes,Morocco,Africa,11614,02/08/2018,31/08/2018,29
8739,15/11/2018,4,Mitchell Barton,19015,74,Denver,United States,North America,14619,01/09/2019,04/09/2019,3
8740,15/11/2018,7,Horace Hawkins,37058,26,Berlin,Germany,Europe,3141,16/06/2019,29/06/2019,13
8741,15/11/2018,10,Simon Fleming,39227,88,Miami Beach,United States,North America,9243,09/07/2018,08/08/2018,30
8742,15/11/2018,1,Jordan Curry,33735,87,Memphis,United States,North America,2230,05/11/2018,05/12/2018,30
8743,16/11/2018,11,Kay Adams,21992,102,Portland,United States,North America,7991,31/12/2018,11/01/2019,11
8744,16/11/2018,10,Simon Fleming,48786,59,Puerto Vallarta,Mexico,North America,9484,05/04/2018,21/04/2018,16
8745,16/11/2018,6,Thelma Jefferson,34609,121,Sao Paulo,Brazil,South America,3721,24/09/2018,15/10/2018,21
8746,16/11/2018,3,Carole Cox,4966,64,Baton Rouge,United States,North America,7625,17/06/2018,16/07/2018,29
8747,16/11/2018,6,Thelma Jefferson,22763,62,Atlanta,United States,North America,11531,16/05/2018,07/06/2018,22
8748,16/11/2018,9,Olive Diaz,45516,122,Santa Cruz,Chile,South America,10018,06/10/2018,24/10/2018,18
8749,16/11/2018,11,Kay Adams,26864,30,Milan,Italy,Europe,14286,01/06/2019,02/06/2019,1
8750,16/11/2018,4,Mitchell Barton,13859,3,Diani Beach,Kenya,Africa,14161,09/09/2019,05/10/2019,26
8751,16/11/2018,10,Simon Fleming,31319,63,Baltimore,United States,North America,11744,17/06/2019,12/07/2019,25
8752,16/11/2018,9,Olive Diaz,28732,99,Orlando,United States,North America,8141,25/10/2018,03/11/2018,9
8753,16/11/2018,10,Simon Fleming,47775,62,Atlanta,United States,North America,2847,23/01/2019,22/02/2019,30
8754,16/11/2018,6,Thelma Jefferson,47172,79,Houston,United States,North America,11679,18/06/2019,10/07/2019,22
8755,16/11/2018,5,Sandy Douglas,32164,50,Montreal,Canada,North America,6424,03/05/2019,04/05/2019,1
8756,16/11/2018,8,Elisa Bennett,42599,70,Charlotte,United States,North America,6392,01/09/2018,29/09/2018,28
8757,16/11/2018,2,Molly Cross,11831,109,Tampa,United States,North America,12003,03/04/2019,15/04/2019,12
8758,16/11/2018,8,Elisa Bennett,49570,44,Sharm El Sheikh,Egypt,Middle East,5171,15/04/2018,30/04/2018,15
8759,16/11/2018,10,Simon Fleming,34469,110,Tucson,United States,North America,6171,25/07/2018,09/08/2018,15
8760,16/11/2018,11,Kay Adams,45234,33,Krakow,Poland,Europe,11711,22/09/2019,12/10/2019,20
8761,16/11/2018,5,Sandy Douglas,44457,113,Washington DC,United States,North America,11344,30/07/2019,18/08/2019,19
8762,16/11/2018,8,Elisa Bennett,20604,51,Niagara Falls,Canada,North America,3150,30/03/2019,17/04/2019,18
8763,16/11/2018,5,Sandy Douglas,9298,122,Santa Cruz,Chile,South America,13919,11/11/2018,11/12/2018,30
8764,16/11/2018,7,Horace Hawkins,31357,41,London,United Kingdom,Europe,2559,15/07/2018,02/08/2018,18
8765,16/11/2018,10,Simon Fleming,16318,24,Vienna,Austria,Europe,13838,09/01/2019,30/01/2019,21
8766,16/11/2018,6,Thelma Jefferson,9186,21,Singapore,Singapore,Asia,9607,18/09/2019,26/09/2019,8
8767,16/11/2018,7,Horace Hawkins,33837,110,Tucson,United States,North America,4866,10/09/2019,02/10/2019,22
8768,17/11/2018,7,Horace Hawkins,26557,109,Tampa,United States,North America,9146,07/04/2019,02/05/2019,25
8769,17/11/2018,6,Thelma Jefferson,43074,28,Budapest,Hungary,Europe,14201,30/04/2019,25/05/2019,25
8770,17/11/2018,2,Molly Cross,36959,79,Houston,United States,North America,8017,10/06/2018,08/07/2018,28
8771,17/11/2018,1,Jordan Curry,4100,117,Port Moresby,Papua New Guinea,Oceania/Australia,12959,19/07/2019,22/07/2019,3
8772,17/11/2018,7,Horace Hawkins,32814,119,Natal,Brazil,South America,13994,26/10/2018,06/11/2018,11
8773,17/11/2018,11,Kay Adams,43567,36,Madrid,Spain,Europe,6498,25/09/2018,12/10/2018,17
8774,17/11/2018,4,Mitchell Barton,26873,19,Tokyo,Japan,Asia,9319,12/09/2018,29/09/2018,17
8775,17/11/2018,4,Mitchell Barton,41,115,Melbourne,Australia,Oceania/Australia,8167,11/04/2019,28/04/2019,17
8776,17/11/2018,11,Kay Adams,4215,81,Kansas City,United States,North America,12886,10/07/2018,24/07/2018,14
8777,17/11/2018,6,Thelma Jefferson,35128,32,Venice,Italy,Europe,7267,20/11/2018,03/12/2018,13
8778,17/11/2018,8,Elisa Bennett,13067,125,Santa Marta,Colombia,South America,6723,29/11/2018,29/12/2018,30
8779,17/11/2018,9,Olive Diaz,48914,69,Charleston,United States,North America,9467,05/09/2018,04/10/2018,29
8780,17/11/2018,9,Olive Diaz,27466,28,Budapest,Hungary,Europe,13111,29/08/2018,27/09/2018,29
8781,17/11/2018,2,Molly Cross,36580,1,Marrakech,Morocco,Africa,10479,25/02/2019,20/03/2019,23
8782,17/11/2018,8,Elisa Bennett,34566,16,Jaipur,India,Asia,6425,14/03/2019,17/03/2019,3
8783,17/11/2018,8,Elisa Bennett,2859,32,Venice,Italy,Europe,14050,10/06/2018,29/06/2018,19
8784,17/11/2018,4,Mitchell Barton,14323,15,Shanghai,China,Asia,12934,07/01/2019,18/01/2019,11
8785,17/11/2018,3,Carole Cox,16581,61,Anchorage,United States,North America,14449,05/07/2019,06/07/2019,1
8786,17/11/2018,1,Jordan Curry,32130,28,Budapest,Hungary,Europe,4746,10/06/2018,02/07/2018,22
8787,17/11/2018,11,Kay Adams,16265,9,Knysna,South Africa,Africa,11018,01/04/2018,06/04/2018,5
8788,17/11/2018,5,Sandy Douglas,36865,51,Niagara Falls,Canada,North America,5280,15/03/2019,07/04/2019,23
8789,17/11/2018,6,Thelma Jefferson,38757,37,Zermatt,Switzerland,Europe,9284,28/07/2019,25/08/2019,28
8790,18/11/2018,4,Mitchell Barton,15857,94,New York City,United States,North America,6954,07/06/2018,25/06/2018,18
8791,18/11/2018,1,Jordan Curry,10730,38,Amsterdam,The Netherlands,Europe,5701,24/12/2018,20/01/2019,27
8792,18/11/2018,5,Sandy Douglas,48992,118,Buenos Aires,Argentina,South America,2178,11/02/2019,13/03/2019,30
